,author,likes,tags,text
2727,"Rick Riordan,",2392,"['blackjack', 'dionysus', 'percy-jackson']","God alert!"" Blackjack yelled. ""It's the wine dude"
2728,Lemony Snicket,2392,['humor'],"If you are a student you should always get a good nights sleep unless you have come to the good part of your book, and then you should stay up all night and let your schoolwork fall by the wayside, a phrase which means 'flunk'."
2729,"J.K. Rowling,",2392,['humour'],"Hello, Harry"" said George, beaming at him. ""We thought we heard your dulcet tones."
2730,"Neil Gaiman,",2392,['life'],You get what anybody gets - you get a lifetime.
2731,Nora Ephron,2391,['2391 likes'],"What are you going to do? Everything, is my guess. It will be a little messy, but embrace the mess. It will be complicated, but rejoice in the complications."
2732,"Stephen R. Covey,",2391,"['choices', 'misattributed-eleanor-roosevelt']","But until a person can say deeply and honestly, ""I am what I am today because of the choices I made yesterday,"" that person cannot say, ""I choose otherwise."
2733,Virginia Woolf,2390,"['beauty', 'emotion', 'history', 'memory', 'recollection']","I can only note that the past is beautiful because one never realises an emotion at the time. It expands later, and thus we don't have complete emotions about the present, only about the past."
2734,Emily Dickinson,2387,['2387 likes'],"If I read a book and it makes my whole body so cold no fire can ever warm me, I know that is poetry."
2735,Walt Whitman,2387,"['advice-for-daily-living', 'inspirational', 'positive-attitude']",Keep your face always toward the sunshine - and shadows will fall behind you.
2736,"Cassandra Clare,",2387,"['city-of-glass', 'humor', 'mortal-instruments']","But-"" Maia, still looking at Alec and Magnus, broke off and rasied her eyebrows. Simon turned to see what she was looking at - and stared"
2737,"Sylvia Plath,",2386,['2386 likes'],"I like people too much or not at all. I've got to go down deep, to fall into people, to really know them."
2738,Ben Okri,2385,"['human', 'life']","The most authentic thing about us is our capacity to create, to overcome, to endure, to transform, to love and to be greater than our suffering."
2739,Maya Angelou,2385,['inspirational'],Ask for what you want and be prepared to get it!
2740,"Cassandra Clare,",2384,"['10', '90', 'blood', 'clary-fray', 'elevator', 'jace-wayland', 'knowledge', 'shadowhunter']",Jace?
2741,"Benjamin Alire Sáenz,",2383,['2383 likes'],Words were different when they lived inside of you.
2742,"Ned Vizzini,",2382,"['depression', 'sadness', 'suicide']","I can't eat and I can't sleep. I'm not doing well in terms of being a functional human, you know?"
2743,William Shakespeare,2380,"['romance', 'romeo-and-juliet']",My only love sprung from my only hate
2744,Mahatma Gandhi,2380,"['abilities', 'capability', 'confidence', 'optimism', 'possibility', 'skills', 'strength']","Man often becomes what he believes himself to be. If I keep on saying to myself that I cannot do a certain thing, it is possible that I may end by really becoming incapable of doing it. On the contrary, if I have the belief that I can do it, I shall surely acquire the capacity to do it even if I may not have it at the beginning."
2745,Mahatma Gandhi,2380,"['animals', 'ethics', 'gandhi', 'morals']",The greatness of a nation and its moral progress can be judged by the way its animals are treated.
2746,Woody Allen,2380,"['art', 'humor', 'life']","Life doesn't imitate art, it imitates bad television."
2747,"Pablo Picasso,",2379,"['creativity', 'inspirational']",Others have seen what is and asked why. I have seen what could be and asked why not. 
2748,Napoleon Bonaparte,2378,"['courage', 'inspirational', 'strength']",Courage isn't having the strength to go on - it is going on when you don't have strength.
2749,James Lecesne,2377,['friendship'],"This is how it works. I love the people in my life, and I do for my friends whatever they need me to do for them, again and again, as many times as is necessary. For example, in your case you always forgot who you are and how much you're loved. So what I do for you as your friend is remind you who you are and tell you how much I love you. And this isn't any kind of burden for me, because I love who you are very much. Every time I remind you, I get to remember with you, which is my pleasure."
2750,"Christopher Moore,",2377,['humor'],"People, generally, suck."
2751,"China Miéville,",2376,"['challenge', 'trap']","A trap is only a trap if you don't know about it. If you know about it, it's a challenge."
2752,"Cassandra Clare,",2375,"['atheist', 'church', 'clary-fray', 'jace-wayland', 'swear']","Clary felt suddenly annoyed. ""When the self-congratulatory part of the evening is over, maybe we could get back to saving my best friend from being exsanguinated to death?"
2753,"Ernest Hemingway,",2375,"['atheism', 'inspirational']",All thinking men are atheists.
2754,Charles Bukowski,2374,['2374 likes'],There's a bluebird in my heart that wants to get ou
2755,judy blume,2373,['2373 likes'],Our finger prints don't fade from the lives we touch.
2756,Bruce Lee,2372,"['expectations', 'individuality', 'peer-pressure', 'wisdom']",I’m not in this world to live up to your expectations and you’re not in this world to live up to mine.
2757,Dalai Lama XIV,2371,"['buddism', 'kindness', 'religion']",My religion is very simple. My religion is kindness.
2758,Erica Jong,2371,"['change', 'courage', 'fear', 'life']",I have accepted fear as part of life – specifically the fear of change... I have gone ahead despite the pounding in the heart that says: turn back....
2759,"Jonathan Safran Foer,",2370,"['grief', 'mourning', 'sadness', 'sorrow', 'suffering']","She was a genius of sadness, immersing herself in it, separating its numerous strands, appreciating its subtle nuances. She was a prism through which sadness could be divided into its infinite spectrum."
2760,Maya Angelou,2370,['2370 likes'],"If I am not good to myself, how can I expect anyone else to be good to me?"
2761,"Cassandra Clare,",2369,"['humor', 'jace-wayland', 'realization', 'sarcasm', 'sebastian', 'valentine-morgenstern']","Sebastian just smiled. “I could hear your heart beating,” he said softly. “When you were watching me with Valentine. Did it bother you?"
2762,"Gena Showalter,",2368,"['antipathy', 'dislike', 'funny', 'hatred']",I don't hate you.. I just don't like that you exist
2763,Cheris Kramarae,2368,"['feminism', 'women']",Feminism is the radical notion that women are human beings.
2764,"Benjamin Alire Sáenz,",2367,"['answers', 'love', 'true', 'universe']",I bet you could sometimes find all the mysteries of the universe in someone's hand.
2765,e.e. cummings,2367,['2367 likes'],"Whenever you think or you believe or you know, you're a lot of other people: but the moment you feel, you're nobody-but-yourself."
2766,Sarah Kay,2367,"['inspirational', 'poem']","If I should have a daughter…“Instead of “Mom”, she’s gonna call me “Point B.” Because that way, she knows that no matter what happens, at least she can always find her way to me. And I’m going to paint the solar system on the back of her hands so that she has to learn the entire universe before she can say “Oh, I know that like the back of my hand."
2767,"Audrey Niffenegger,",2367,['2367 likes'],"Love the world and yourself in it, move through it as though it offers no resistance, as though the world is your natural element."
2768,"Anne Enright,",2367,['2367 likes'],"People do not change, they are merely revealed."
2769,John Muir,2366,['nature'],The mountains are calling and I must go.
2770,Joseph Mitchell,2365,['2365 likes'],...you can hate a place with all your heart and soul and still be homesick for it.
2771,C. JoyBell C.,2365,"['broken-families', 'divorce', 'family', 'family-ties', 'forgiveness', 'hate', 'inspirational-life', 'inspirational-quotes', 'letting-go', 'marriage', 'moving-on', 'soul-ties', 'the-nature-of-family', 'true-family']","There is no such thing as a ""broken family."" Family is family, and is not determined by marriage certificates, divorce papers, and adoption documents. Families are made in the heart. The only time family becomes null is when those ties in the heart are cut. If you cut those ties, those people are not your family. If you make those ties, those people are your family. And if you hate those ties, those people will still be your family because whatever you hate will always be with you."
2772,Aldous Huxley,2365,"['hell', 'life']",Maybe this world is another planet’s hell.
2773,"Suzanne Collins,",2362,['2362 likes'],"I clench his hands to the point of pain. ""Stay with me."
2774,"Cormac McCarthy,",2362,['2362 likes'],"You forget what you want to remember, and you remember what you want to forget."
2775,"Brian Selznick,",2361,"['dreamers', 'magic', 'mermaids', 'travel', 'wizard']","I address you all tonight for who you truly are: wizards, mermaids, travelers, adventurers, and magicians. You are the true dreamers."
2776,"E.E. Cummings,",2361,['2361 likes'],I will take the sun in my mout
2777,"Ray Bradbury,",2361,['reality-bothered'],"We need not to be let alone. We need to be really bothered once in a while. How long is it since you were really bothered? About something important, about something real?"
2778,Epicurus,2359,"['desire', 'gratitude', 'hope']",Do not spoil what you have by desiring what you have not; remember that what you now have was once among the things you only hoped for.
2779,"Ken Kesey,",2358,['relationships'],"Man, when you lose your laugh you lose your footing."
2780,"Chaim Potok,",2357,['silence'],I've begun to realize that you can listen to silence and learn from it. It has a quality and a dimension all its own.
2781,"Gregory Maguire,",2357,['2357 likes'],"Remember this: Nothing is written in the stars. Not these stars, nor any others. No one controls your destiny."
2782,جلال الدين الرومي,2356,['2356 likes'],لا تجزع من جرحك، وإلا فكيف للنور أن يتسلل إلى باطنك؟
